trip_id,timestamp_s,accel_long_g,accel_lat_g,accel_lat_smooth_g
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.16,-0.013,-0.037,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.26,0.001,-0.015,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.36,0.012,-0.003,-0.045
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.46,0.024,0.014,-0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.55,-0.009,0.004,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.65,-0.031,-0.018,-0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.76,-0.007,-0.011,-0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.85,-0.048,-0.022,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,204.97,-0.058,-0.047,-0.021
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.05,-0.01,-0.034,-0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.16,0.007,-0.009,-0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.25,0.061,0.021,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.35,0.053,0.046,-0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.46,0.024,0.034,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.55,-0.013,0.015,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.66,-0.026,-0.009,-0.03
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.76,-0.035,-0.022,-0.015
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.86,-0.042,-0.035,0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,205.95,0.009,-0.025,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.06,0.056,0.021,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.16,-0.02,0.021,-0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.26,-0.101,-0.042,-0.029
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.36,-0.106,-0.081,-0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.46,-0.027,-0.072,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.56,0.03,-0.015,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.66,0.054,0.024,-0.0
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.76,0.022,0.029,-0.02
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.87,0.019,0.025,-0.03
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,206.96,-0.035,-0.003,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.06,0.034,0.005,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.16,0.003,0.013,-0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.26,-0.024,-0.007,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.36,-0.021,-0.024,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.46,-0.013,-0.011,-0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.56,-0.013,-0.011,-0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.66,0.016,-0.003,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.76,0.039,0.019,0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.86,0.037,0.03,0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,207.96,0.028,0.031,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.07,0.01,0.021,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.16,-0.015,0.009,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.26,-0.033,-0.015,-0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.36,-0.027,-0.026,0.011
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.46,-0.007,-0.015,0.0
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.56,0.027,0.002,-0.023
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.66,-0.022,-0.001,-0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.76,-0.016,-0.012,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.87,0.002,-0.007,0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,208.96,0.007,0.003,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.07,-0.007,0.0,0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.16,-0.025,-0.008,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.27,0.028,-0.007,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.36,0.065,0.035,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.47,0.036,0.04,0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.57,-0.025,0.022,-0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.67,0.057,0.018,-0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.77,-0.03,0.01,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,209.87,-0.07,-0.035,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.07,-0.082,-0.061,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.17,-0.002,-0.037,0.033
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.28,0.045,0.001,0.034
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.37,0.127,0.07,0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.48,0.038,0.075,0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.57,-0.09,-0.003,0.031
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.67,-0.088,-0.06,0.047
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.77,-0.036,-0.059,0.036
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.87,0.018,-0.021,0.034
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,210.98,-0.025,-0.018,0.039
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.08,0.021,-0.002,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.17,0.093,0.04,-0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.27,-0.015,0.027,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.37,0.074,0.031,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.48,0.077,0.077,-0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.57,-0.019,0.031,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.68,0.026,0.022,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.77,-0.017,-0.003,-0.034
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.87,0.167,0.061,-0.031
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,211.97,0.093,0.109,-0.039
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.08,0.031,0.067,-0.035
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.18,0.066,0.065,-0.027
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.28,-0.022,0.033,-0.026
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.38,-0.13,-0.049,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.48,-0.145,-0.104,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.58,-0.059,-0.105,-0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.68,0.096,-0.01,-0.03
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.78,0.076,0.059,-0.02
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.88,0.02,0.043,-0.023
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,212.98,-0.01,0.02,-0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.08,-0.02,-0.011,-0.021
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.18,0.039,0.005,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.28,0.047,0.036,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.39,-0.058,0.007,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.48,-0.043,-0.034,-0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.58,-0.058,-0.056,0.024
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.68,-0.0,-0.037,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.78,-0.004,-0.003,0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.88,0.021,0.002,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,213.98,0.017,0.013,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.08,0.037,0.024,0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.18,-0.03,0.01,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.28,-0.054,-0.028,0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.38,-0.062,-0.045,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.49,-0.073,-0.064,-0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.58,-0.085,-0.073,-0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.68,-0.06,-0.071,-0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.78,0.005,-0.037,-0.024
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.89,0.081,0.011,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,214.98,0.076,0.065,0.018
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.08,0.042,0.056,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.18,0.018,0.036,0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.28,-0.05,-0.005,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.38,-0.038,-0.028,0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.48,-0.007,-0.022,0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.58,0.108,0.027,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.7,-0.005,0.052,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.79,-0.121,-0.04,-0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.9,-0.158,-0.109,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,215.99,-0.057,-0.107,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.09,0.043,-0.028,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.19,0.069,0.03,0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.29,0.031,0.038,-0.002
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.39,0.013,0.03,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.49,-0.014,0.005,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.59,-0.013,-0.014,0.025
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.69,-0.001,-0.003,0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.79,0.021,0.011,0.015
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,216.89,-0.046,-0.012,0.021
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.0,-0.02,-0.024,0.031
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.1,0.006,-0.013,0.03
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.2,-0.004,-0.001,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.29,-0.026,-0.014,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.39,0.037,0.001,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.5,0.03,0.025,0.015
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.6,-0.009,0.009,0.02
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.69,-0.02,-0.006,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.79,-0.039,-0.02,0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.89,0.0,-0.015,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,217.99,-0.031,-0.019,0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.09,0.013,-0.009,0.02
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.19,-0.007,-0.001,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.3,0.023,0.002,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.39,-0.022,0.002,0.015
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.5,-0.068,-0.039,0.011
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.59,-0.009,-0.034,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.69,0.097,0.035,0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.8,0.041,0.048,0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,218.9,-0.065,0.004,0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.01,-0.15,-0.079,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.1,-0.086,-0.109,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.2,0.051,-0.034,0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.3,0.004,0.014,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.4,-0.032,-0.014,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.5,0.035,-0.002,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.6,0.031,0.026,-0.015
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.7,-0.013,0.008,-0.036
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.8,-0.055,-0.016,-0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,219.9,-0.089,-0.056,-0.007
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.0,-0.046,-0.069,-0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.11,0.028,-0.021,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.21,0.012,0.006,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.31,-0.009,0.002,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.4,-0.007,-0.008,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.5,0.015,-0.002,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.6,0.032,0.013,-0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.7,0.042,0.032,0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.8,0.05,0.042,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,220.9,-0.071,0.007,0.024
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.0,-0.135,-0.071,0.029
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.1,-0.107,-0.111,0.035
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.21,-0.053,-0.082,0.031
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.3,0.067,-0.02,0.039
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.41,0.127,0.071,0.028
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.51,0.027,0.065,0.038
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.6,-0.006,0.029,0.03
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.71,-0.014,-0.002,0.031
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.8,0.021,0.009,0.023
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,221.91,0.017,0.011,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.01,-0.024,0.001,0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.11,0.001,-0.01,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.21,-0.011,-0.006,0.026
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.31,-0.077,-0.037,0.028
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.41,-0.04,-0.05,0.033
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.51,0.003,-0.031,0.033
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.62,-0.047,-0.019,0.041
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.71,-0.045,-0.038,0.024
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.81,-0.07,-0.047,0.019
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,222.91,-0.122,-0.087,0.034
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.02,-0.076,-0.096,0.032
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.11,-0.007,-0.048,0.027
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.21,-0.085,-0.048,0.024
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.31,-0.124,-0.099,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.41,-0.137,-0.114,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.51,-0.149,-0.141,0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.62,-0.036,-0.107,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.71,0.043,-0.013,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.82,-0.006,-0.003,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,223.91,0.039,0.017,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.01,-0.043,0.002,0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.11,0.037,-0.004,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.22,0.053,0.032,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.31,0.052,0.04,-0.01
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.42,0.059,0.054,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.52,0.07,0.059,-0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.61,-0.003,0.045,-0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.71,-0.061,-0.014,-0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.81,-0.023,-0.028,-0.038
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,224.91,-0.043,-0.029,-0.039
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.02,-0.003,-0.03,-0.035
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.12,-0.017,-0.015,-0.041
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.22,0.009,-0.005,-0.039
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.32,-0.009,-0.004,-0.026
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.42,-0.052,-0.026,-0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.52,-0.029,-0.03,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.63,-0.001,-0.019,-0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.73,-0.032,-0.02,0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.82,0.015,-0.013,0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,225.92,0.02,0.01,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.02,0.006,0.01,0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.12,-0.016,0.004,0.009
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.23,-0.048,-0.027,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.32,0.002,-0.034,0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.42,0.024,0.013,0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.52,-0.066,-0.015,0.008
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.62,-0.057,-0.046,-0.001
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.73,0.009,-0.021,0.014
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.83,0.041,0.012,0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,226.93,-0.026,-0.002,-0.025
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.02,0.009,-0.001,-0.04
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.12,-0.037,-0.012,-0.028
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.22,-0.059,-0.039,-0.025
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.32,-0.029,-0.042,-0.023
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.43,-0.009,-0.023,-0.023
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.52,0.061,0.013,-0.003
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.62,0.012,0.026,0.017
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.72,0.025,0.012,-0.018
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.82,0.069,0.043,-0.054
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,227.92,0.025,0.045,-0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.03,-0.103,-0.015,0.012
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.14,-0.119,-0.084,0.011
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.22,0.009,-0.062,0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.32,0.034,0.003,-0.005
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.42,0.079,0.047,-0.013
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.53,-0.066,0.014,-0.016
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.63,-0.106,-0.061,0.004
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.73,-0.018,-0.055,0.028
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.83,-0.102,-0.057,0.036
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,228.93,-0.118,-0.099,-0.006
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,229.03,-0.062,-0.101,-0.02
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,229.13,0.066,-0.034,-0.022
20151111125233-24km-D1-AGGRESSIVE-MOTORWAY,229.23,0.128,0.073,0.003
