trip_id,timestamp_s,accel_long_g,accel_lat_g,accel_lat_smooth_g
20151111123124-25km-D1-NORMAL-MOTORWAY,103.980000,-0.016000,-0.011000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.090000,-0.029000,-0.029000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.180000,0.012000,-0.003000,0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.290000,-0.019000,-0.004000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.380000,0.023000,0.002000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.490000,-0.054000,-0.015000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.590000,-0.012000,-0.020000,-0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.690000,-0.009000,-0.013000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.790000,-0.027000,-0.024000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.900000,0.005000,-0.006000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,104.990000,0.048000,0.009000,-0.022000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.090000,-0.005000,0.020000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.190000,0.003000,-0.001000,-0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.290000,-0.003000,0.009000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.390000,-0.051000,-0.017000,-0.021000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.500000,0.034000,-0.012000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.590000,-0.021000,-0.007000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.690000,-0.061000,-0.024000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.790000,-0.044000,-0.048000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.900000,0.001000,-0.021000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,105.990000,0.002000,-0.007000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.090000,0.068000,0.033000,0.028000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.190000,-0.081000,-0.008000,0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.290000,0.010000,-0.026000,0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.390000,0.002000,0.001000,0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.500000,-0.080000,-0.039000,0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.600000,0.032000,-0.010000,0.032000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.700000,-0.094000,-0.034000,0.019000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.790000,0.011000,-0.048000,0.024000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.890000,-0.021000,-0.005000,0.026000
20151111123124-25km-D1-NORMAL-MOTORWAY,106.990000,0.027000,-0.008000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.100000,0.019000,0.033000,0.041000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.200000,0.003000,0.010000,0.033000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.300000,-0.097000,-0.047000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.400000,0.019000,-0.036000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.500000,-0.008000,-0.004000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.600000,-0.016000,-0.020000,0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.700000,0.012000,0.004000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.810000,0.010000,0.002000,-0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,107.910000,0.048000,0.033000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.000000,0.071000,0.051000,0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.100000,-0.086000,-0.004000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.200000,-0.008000,-0.024000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.300000,-0.014000,-0.012000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.410000,-0.024000,-0.024000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.500000,0.029000,-0.002000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.600000,-0.013000,0.001000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.700000,-0.015000,-0.005000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.810000,-0.026000,-0.016000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,108.900000,-0.076000,-0.043000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.010000,-0.029000,-0.051000,0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.110000,-0.030000,-0.037000,0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.200000,0.038000,-0.003000,0.019000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.300000,0.007000,0.017000,0.025000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.400000,-0.041000,-0.015000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.500000,-0.084000,-0.046000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.600000,0.034000,-0.024000,0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.700000,-0.029000,-0.012000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.800000,0.005000,-0.013000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,109.900000,0.041000,0.030000,0.026000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.010000,-0.048000,-0.016000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.110000,-0.021000,-0.011000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.320000,-0.004000,-0.010000,-0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.410000,-0.012000,-0.017000,0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.510000,0.025000,0.002000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.610000,0.100000,0.060000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.710000,-0.015000,0.035000,-0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.820000,-0.064000,-0.021000,-0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,110.910000,-0.034000,-0.038000,-0.022000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.010000,-0.020000,-0.023000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.110000,-0.024000,-0.029000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.220000,0.007000,-0.011000,-0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.310000,-0.019000,-0.005000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.410000,0.003000,-0.009000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.520000,0.017000,0.005000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.610000,-0.029000,-0.002000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.710000,-0.064000,-0.038000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.820000,0.064000,-0.015000,0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,111.910000,0.006000,0.030000,0.035000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.020000,-0.021000,-0.003000,0.022000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.110000,0.080000,0.030000,0.035000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.210000,-0.043000,-0.004000,0.024000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.320000,-0.091000,-0.038000,0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.410000,0.006000,-0.045000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.520000,0.058000,0.026000,0.035000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.620000,-0.053000,-0.008000,0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.730000,-0.001000,-0.018000,0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.820000,-0.043000,-0.014000,0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,112.920000,-0.039000,-0.035000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.020000,0.049000,0.005000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.120000,-0.009000,0.015000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.230000,-0.007000,-0.011000,-0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.320000,0.044000,0.013000,-0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.420000,-0.074000,-0.013000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.520000,0.038000,-0.013000,0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.630000,-0.026000,0.007000,0.019000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.720000,-0.022000,-0.020000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.830000,0.016000,-0.004000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,113.920000,0.003000,0.001000,0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.020000,0.011000,0.001000,0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.120000,0.013000,0.014000,0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.220000,-0.025000,-0.001000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.320000,-0.005000,-0.011000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.420000,-0.032000,-0.018000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.520000,-0.035000,-0.027000,-0.000000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.620000,-0.022000,-0.027000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.720000,0.046000,0.010000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.830000,-0.039000,-0.008000,-0.017000
20151111123124-25km-D1-NORMAL-MOTORWAY,114.920000,-0.016000,-0.019000,-0.029000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.020000,0.018000,-0.003000,-0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.120000,-0.014000,0.000000,-0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.220000,-0.038000,-0.019000,-0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.330000,0.036000,-0.004000,-0.000000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.430000,-0.079000,-0.024000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.540000,0.007000,-0.025000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.640000,0.048000,0.023000,0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.730000,0.007000,0.013000,0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.830000,-0.040000,-0.007000,0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,115.930000,-0.086000,-0.048000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.030000,0.020000,-0.020000,0.026000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.130000,-0.006000,-0.013000,0.022000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.230000,0.013000,-0.011000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.330000,0.050000,0.028000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.430000,-0.031000,0.006000,-0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.530000,0.023000,0.010000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.630000,0.051000,0.020000,-0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.740000,-0.027000,0.011000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.870000,-0.031000,-0.004000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,116.930000,-0.063000,-0.045000,-0.022000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.030000,0.048000,-0.004000,-0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.130000,-0.023000,-0.028000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.230000,0.045000,0.023000,0.027000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.340000,-0.042000,0.009000,0.025000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.430000,-0.025000,-0.021000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.530000,-0.029000,-0.020000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.630000,-0.015000,-0.023000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.730000,-0.033000,-0.027000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.830000,0.001000,-0.012000,0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,117.940000,-0.000000,-0.007000,0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.040000,0.025000,0.005000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.140000,0.019000,0.017000,-0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.240000,0.040000,0.021000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.340000,0.069000,0.043000,0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.440000,0.019000,0.051000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.540000,-0.054000,-0.008000,-0.048000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.640000,-0.008000,-0.019000,-0.033000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.740000,-0.005000,-0.009000,-0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.840000,0.033000,0.017000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,118.950000,0.029000,0.025000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.040000,0.017000,0.011000,-0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.150000,-0.015000,0.003000,-0.032000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.240000,0.032000,0.011000,-0.035000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.340000,0.000000,0.018000,-0.023000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.440000,-0.005000,-0.000000,-0.017000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.540000,0.009000,0.009000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.640000,-0.028000,-0.007000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.750000,-0.021000,-0.022000,0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.840000,0.017000,-0.012000,0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,119.940000,-0.031000,-0.001000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.040000,0.005000,-0.021000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.140000,-0.036000,-0.014000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.350000,-0.054000,-0.021000,0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.440000,-0.031000,-0.040000,0.017000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.550000,0.001000,-0.019000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.650000,0.002000,-0.008000,-0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.750000,-0.006000,-0.001000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.850000,-0.012000,-0.006000,0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,120.960000,-0.012000,-0.003000,0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.050000,0.005000,-0.010000,0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.150000,0.080000,0.042000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.250000,0.052000,0.052000,0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.350000,-0.020000,0.016000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.450000,-0.024000,-0.009000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.550000,0.005000,-0.010000,-0.009000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.650000,-0.010000,0.001000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.750000,0.096000,0.036000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.850000,0.002000,0.046000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,121.960000,-0.050000,-0.018000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.050000,-0.047000,-0.034000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.150000,-0.060000,-0.061000,0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.250000,-0.009000,-0.029000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.350000,0.041000,0.002000,-0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.450000,-0.014000,0.019000,-0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.560000,-0.002000,-0.005000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.650000,-0.068000,-0.033000,0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.750000,0.006000,-0.026000,0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.850000,0.055000,0.017000,-0.023000
20151111123124-25km-D1-NORMAL-MOTORWAY,122.950000,0.061000,0.040000,-0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.050000,-0.020000,0.034000,-0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.150000,-0.054000,-0.027000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.260000,-0.042000,-0.040000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.370000,-0.033000,-0.040000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.450000,0.041000,-0.005000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.560000,0.047000,0.029000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.660000,-0.000000,0.031000,-0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.760000,-0.081000,-0.019000,-0.037000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.860000,-0.003000,-0.037000,-0.020000
20151111123124-25km-D1-NORMAL-MOTORWAY,123.960000,-0.087000,-0.046000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.060000,0.006000,-0.045000,-0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.160000,0.048000,0.014000,-0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.270000,0.069000,0.041000,-0.039000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.360000,0.041000,0.054000,-0.042000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.470000,0.018000,0.034000,-0.028000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.570000,-0.043000,-0.005000,-0.025000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.660000,-0.007000,-0.016000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.760000,-0.065000,-0.033000,0.000000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.860000,-0.025000,-0.034000,-0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,124.960000,0.009000,-0.011000,-0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.060000,0.017000,-0.003000,-0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.160000,-0.039000,-0.000000,-0.015000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.260000,-0.011000,-0.029000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.360000,-0.054000,-0.024000,-0.000000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.470000,0.035000,-0.014000,-0.005000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.570000,-0.017000,-0.002000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.660000,-0.022000,-0.007000,0.008000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.770000,-0.027000,-0.032000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.860000,0.025000,0.001000,-0.004000
20151111123124-25km-D1-NORMAL-MOTORWAY,125.960000,0.013000,0.012000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.060000,-0.045000,-0.014000,0.018000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.160000,0.008000,-0.014000,0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.270000,-0.022000,-0.007000,0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.370000,0.023000,-0.005000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.470000,-0.034000,-0.001000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.570000,-0.023000,-0.029000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.670000,-0.011000,-0.020000,-0.011000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.770000,0.018000,0.007000,-0.021000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.880000,-0.004000,0.004000,-0.024000
20151111123124-25km-D1-NORMAL-MOTORWAY,126.980000,0.004000,-0.000000,-0.026000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.070000,-0.054000,-0.014000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.170000,-0.023000,-0.036000,-0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.270000,-0.026000,-0.027000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.370000,0.034000,-0.009000,-0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.470000,-0.003000,0.018000,-0.010000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.570000,-0.012000,-0.011000,-0.012000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.670000,-0.008000,-0.002000,-0.021000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.770000,-0.011000,-0.014000,-0.028000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.870000,0.018000,0.005000,-0.025000
20151111123124-25km-D1-NORMAL-MOTORWAY,127.970000,0.019000,0.011000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.080000,0.043000,0.030000,-0.006000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.170000,-0.067000,-0.002000,-0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.270000,-0.038000,-0.038000,0.002000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.370000,-0.043000,-0.042000,0.007000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.470000,-0.029000,-0.036000,0.001000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.570000,-0.004000,-0.026000,-0.014000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.670000,-0.018000,-0.010000,0.013000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.770000,-0.081000,-0.044000,0.028000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.870000,0.025000,-0.024000,0.023000
20151111123124-25km-D1-NORMAL-MOTORWAY,128.970000,-0.032000,-0.014000,0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,129.080000,0.029000,0.000000,0.016000
20151111123124-25km-D1-NORMAL-MOTORWAY,129.180000,-0.007000,0.002000,0.003000
20151111123124-25km-D1-NORMAL-MOTORWAY,129.280000,-0.051000,-0.023000,-0.014000
